y,gender,senior,married,time,phone,lines,internet,security,backup,protection,support,TV,movies,billing,payment,chargesMonth,chargesTotal
2,Male,0,Yes,7,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Yes,Electronic check,89.75,608.8
1,Male,0,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.55,1245.6
1,Male,0,No,43,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,No,Electronic check,44.15,1931.3
1,Female,0,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),19.85,996.95
1,Male,0,Yes,34,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Yes,Electronic check,44.85,1442.6
2,Female,0,Yes,11,Yes,No,DSL,No,No,No,No,No,No,Yes,Electronic check,44.05,483.7
1,Female,0,No,15,Yes,Yes,DSL,No,No,No,No,No,No,No,Mailed check,48.85,631.4
1,Male,0,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.35,46.35
1,Male,1,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Bank transfer (automatic),79.6,3974.7
1,Female,0,No,41,Yes,No,DSL,No,No,No,No,No,No,No,Bank transfer (automatic),45.2,1841.9
2,Male,1,Yes,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,80.45,950.2
2,Male,1,No,6,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Yes,Bank transfer (automatic),85.15,503.6
2,Female,0,No,7,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,79.3,523.15
2,Male,1,No,53,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,54.45,2854.55
1,Male,0,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),80.8,4860.85
2,Female,0,No,1,No,No phone service,DSL,No,No,No,No,Yes,No,Yes,Electronic check,35.75,35.75
2,Male,0,Yes,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,74.65,301.4
1,Male,0,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),20.05,552.9
1,Female,0,No,57,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,Bank transfer (automatic),87.55,4884.85
1,Male,0,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),116.1,8310.55
1,Male,0,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.8,304.6
1,Female,1,Yes,70,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Yes,Electronic check,90.85,6470.1
1,Female,0,No,4,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Mailed check,57.2,223.75
2,Female,0,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,79.55,723.4
2,Male,0,No,2,Yes,No,DSL,No,No,No,No,No,No,No,Mailed check,44.65,74.9
2,Female,1,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,104.85,1531.4
1,Female,0,Yes,61,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Bank transfer (automatic),49.7,2961.4
2,Female,0,Yes,2,No,No phone service,DSL,No,No,No,No,Yes,Yes,No,Electronic check,44.6,97.1
2,Female,0,No,16,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,81,1312.15
2,Female,0,Yes,14,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,No,Mailed check,105.95,1348.9
2,Male,0,Yes,39,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Credit card (automatic),80,3182.95
1,Female,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.9,19.9
1,Female,1,No,52,Yes,Yes,DSL,Yes,No,Yes,No,No,No,No,Bank transfer (automatic),59.85,3103.25
1,Male,0,No,30,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Bank transfer (automatic),100.4,2936.25
2,Male,0,Yes,13,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Mailed check,75.3,989.45
1,Male,0,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.25,48.35
1,Male,0,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),107.75,4882.8
2,Male,0,No,2,Yes,No,DSL,No,No,No,No,No,No,Yes,Electronic check,45.15,98.5
1,Male,0,No,31,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),99.45,3109.9
2,Male,0,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,No,Electronic check,79,143.65
1,Male,1,Yes,59,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,Credit card (automatic),82.95,4903.15
1,Male,0,No,1,No,No phone service,DSL,No,No,No,No,No,No,Yes,Electronic check,24.4,24.4
1,Male,0,Yes,71,Yes,No,DSL,Yes,No,No,Yes,No,No,No,Bank transfer (automatic),54.5,3778.2
2,Female,0,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,87.05,762.1
2,Female,1,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Electronic check,49.55,49.55
1,Female,0,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.35,275.9
1,Male,0,No,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,No,Electronic check,81.9,3219.75
1,Male,0,Yes,42,No,No phone service,DSL,No,No,No,No,No,No,Yes,Credit card (automatic),25.1,1097.15
1,Female,0,Yes,58,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Mailed check,59.75,3624.35
1,Female,0,No,13,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),88.95,1161.75
1,Female,0,Yes,65,Yes,No,DSL,Yes,No,Yes,Yes,No,No,No,Credit card (automatic),58.9,3857.1
1,Male,0,No,16,Yes,Yes,DSL,No,Yes,No,No,No,No,No,Electronic check,55.3,875.35
2,Female,0,Yes,28,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Mailed check,92.35,2602.9
1,Male,0,No,38,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Mailed check,81.85,3141.7
1,Male,0,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Credit card (automatic),69.95,69.95
1,Female,0,Yes,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Yes,Credit card (automatic),85.9,3729.75
2,Male,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),20.2,20.2
1,Female,0,Yes,48,No,No phone service,DSL,No,No,No,Yes,No,No,Yes,Credit card (automatic),29.5,1423.05
1,Female,0,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),20.1,1460.85
1,Male,0,No,8,Yes,No,DSL,No,No,No,No,No,No,No,Mailed check,43.55,335.4
1,Male,1,Yes,34,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,75.55,2425.4
1,Female,0,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),20.15,68.45
2,Female,1,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,Credit card (automatic),96.55,6581.9
1,Female,0,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,111.5,5703.25
1,Male,0,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.3,1192.7
2,Female,0,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,No,Electronic check,70.5,70.5
2,Male,1,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Mailed check,70.1,467.55
1,Female,0,Yes,72,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Electronic check,78.95,5730.15
1,Male,0,Yes,64,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),73.05,4688.65
1,Male,0,Yes,30,Yes,No,DSL,No,No,Yes,No,No,No,Yes,Mailed check,50,1474.9
1,Male,0,Yes,22,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Electronic check,104.6,2180.55
1,Male,0,Yes,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,25.25,1573.05
2,Male,1,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes,Electronic check,88.2,1775.8
1,Male,0,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,25.15,412.6
1,Female,0,No,2,No,No phone service,DSL,No,No,No,No,No,No,No,Electronic check,24.5,46.4
1,Male,0,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),20,198.7
1,Female,0,No,65,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,No,Mailed check,45.25,2933.95
1,Male,1,No,60,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Yes,Electronic check,71.75,4374.55
1,Male,0,No,1,Yes,No,DSL,No,No,No,No,No,No,Yes,Bank transfer (automatic),44.05,44.05
1,Female,0,No,10,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Yes,Electronic check,91.1,964.35
1,Male,0,Yes,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Credit card (automatic),95.2,4563
2,Male,0,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Yes,Electronic check,29.6,79.45
2,Female,0,No,30,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),85.35,2530.4
1,Female,0,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),20.05,1386.9
2,Female,1,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Mailed check,70.45,70.45
1,Male,1,Yes,60,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Electronic check,99,6017.9
1,Female,0,Yes,50,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,No,Bank transfer (automatic),75.7,3876.2
1,Male,0,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,21.25,711.9
1,Female,0,No,54,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),95.1,5064.85
1,Female,0,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.35,1033
1,Female,1,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,70.2,70.2
1,Male,0,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Yes,Credit card (automatic),90.7,1781.35
1,Female,0,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,No,Electronic check,95.4,293.15
1,Female,0,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Yes,Bank transfer (automatic),84.05,6052.25
1,Male,0,No,35,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Mailed check,55.25,1924.1
1,Female,0,Yes,26,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,No,Credit card (automatic),85.9,2196.45
2,Female,0,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes,Electronic check,90.8,455.5
2,Female,1,Yes,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Credit card (automatic),80.65,633.3
2,Male,0,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,79.55,79.55
2,Male,0,No,36,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Yes,Mailed check,65.4,2498.4
2,Female,0,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,No,Bank transfer (automatic),73.5,73.5
1,Male,0,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.9,357.7
1,Female,0,Yes,60,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Electronic check,97.2,5611.75
2,Female,1,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Credit card (automatic),75.05,256.25
1,Female,0,No,26,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),50.35,1277.5
1,Male,0,Yes,58,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Credit card (automatic),75.2,4300.8
1,Male,0,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),24.6,1266.4
2,Female,0,Yes,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,94.2,4186.3
1,Male,0,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.15,477.6
1,Female,1,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,113.65,7714.65
1,Male,0,No,9,Yes,Yes,DSL,No,No,No,No,No,Yes,No,Mailed check,59.9,542.4
1,Female,1,Yes,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,83.25,308.05
1,Female,0,Yes,45,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Yes,Bank transfer (automatic),50.9,2333.85
1,Female,0,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,No,Credit card (automatic),110.25,7279.35
2,Female,0,No,5,Yes,Yes,DSL,No,No,No,No,No,No,Yes,Mailed check,50.6,249.95
1,Female,0,No,31,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Yes,Credit card (automatic),84.75,2613.4
1,Male,0,No,15,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,No,Electronic check,95.7,1451.1
1,Female,0,Yes,37,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,No,Electronic check,45.4,1593.1
1,Female,1,No,65,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),53.5,3517.9
1,Female,0,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.4,967.85
1,Female,1,Yes,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,92.55,1614.7
1,Male,0,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Electronic check,111.5,4915.15
1,Female,0,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,No,No,Credit card (automatic),75.45,3545.1
2,Female,0,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Yes,Mailed check,54.75,54.75
1,Female,0,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.3,602.9
1,Male,0,Yes,58,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,No,Bank transfer (automatic),82.5,4828.05
1,Male,0,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),20.65,595.5
2,Male,0,Yes,21,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,106.1,2249.95
1,Female,0,No,9,Yes,No,DSL,No,No,No,No,No,No,Yes,Electronic check,43.75,405.7
1,Female,0,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,20,196.35
2,Male,0,No,1,Yes,No,DSL,No,No,No,No,No,No,No,Electronic check,45.3,45.3
1,Male,0,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,70.35,70.35
1,Male,0,No,44,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Electronic check,106.05,4510.8
1,Female,0,No,1,No,No phone service,DSL,No,No,No,No,No,No,Yes,Mailed check,25.15,25.15
1,Male,1,Yes,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Yes,Electronic check,79.85,1857.75
2,Female,0,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Yes,Electronic check,52.2,52.2
2,Female,1,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69.6,69.6
1,Male,0,Yes,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Electronic check,86.1,5215.25
1,Male,0,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),89.9,6457.15
1,Male,0,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),95.65,1640
1,Female,0,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.75,418.25
1,Female,0,No,50,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Mailed check,79.6,4024.2
1,Male,1,Yes,59,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Yes,Electronic check,50.25,2997.45
2,Male,0,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Yes,Credit card (automatic),54.7,169.45
2,Male,1,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Yes,Electronic check,81.25,585.95
1,Male,1,Yes,61,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Yes,Mailed check,98.3,6066.55
1,Male,0,Yes,66,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,No,Bank transfer (automatic),79.85,5234.95
1,Female,0,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Yes,Bank transfer (automatic),75,1778.5
1,Female,0,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Electronic check,100,3320.6
2,Male,0,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,No,Electronic check,80.5,80.5
1,Male,0,Yes,69,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,No,Mailed check,39.1,2779.5
2,Male,0,Yes,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Electronic check,110.15,6448.05
2,Male,0,No,40,Yes,No,DSL,Yes,Yes,No,No,No,No,Yes,Mailed check,55.25,2139.2
2,Male,0,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,78.95,78.95
2,Female,1,Yes,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,Credit card (automatic),85.95,2628.6
1,Female,0,Yes,1,Yes,No,DSL,No,No,No,No,Yes,No,Yes,Mailed check,55.3,55.3
2,Male,0,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Yes,Mailed check,84.6,84.6
1,Male,1,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.65,228.65
1,Male,0,Yes,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),106,4178.65
1,Male,0,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),20.05,505.9
2,Female,0,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,21,21
2,Male,1,Yes,32,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,No,Electronic check,85.3,2661.1
2,Female,0,No,3,No,No phone service,DSL,No,No,No,No,No,No,No,Electronic check,25.25,58.9
1,Male,0,No,21,Yes,No,DSL,No,No,Yes,No,No,Yes,No,Mailed check,61.65,1393.6
1,Female,0,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),109.85,7002.95
1,Male,0,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,No,Bank transfer (automatic),90.45,6565.85
1,Male,0,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),109.2,7878.3
1,Female,0,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),24.1,861.85
1,Female,0,No,58,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Electronic check,95.3,5817.7
1,Male,0,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.7,415.9
1,Male,0,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),20.35,707.5
2,Male,0,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),116.2,7752.3
1,Male,0,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),24.8,223.9
2,Male,0,Yes,4,Yes,No,DSL,No,No,No,Yes,No,Yes,No,Credit card (automatic),61.45,229.55
1,Female,0,Yes,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),105.15,7555
1,Male,0,No,52,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Yes,Credit card (automatic),89.45,4577.75
1,Female,0,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),25.6,1673.4
1,Male,0,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Electronic check,106.05,7554.05
1,Male,0,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,No,Electronic check,30.4,82.15
1,Male,1,Yes,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,Credit card (automatic),108.5,6991.9
1,Female,0,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.05,163.6
2,Female,0,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.6,59.75
1,Female,0,Yes,69,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,No,Bank transfer (automatic),99.15,6875.35
1,Male,0,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),19.7,168.9
1,Female,0,No,13,No,No phone service,DSL,Yes,No,No,No,No,No,Yes,Bank transfer (automatic),30.85,394.1
1,Female,0,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,19.35,683.75
1,Male,1,Yes,43,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Yes,Electronic check,94.3,3953.15
2,Female,0,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69.5,69.5
2,Male,1,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,105,294.45
2,Male,0,No,1,No,No phone service,DSL,No,No,No,No,No,No,Yes,Electronic check,24.25,24.25
1,Female,0,No,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),107.5,7853.7
2,Female,0,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Yes,Bank transfer (automatic),87.15,183.75
1,Female,0,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,No,Bank transfer (automatic),100.65,7334.05
1,Female,0,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Mailed check,76.35,2606.35
2,Male,1,No,16,No,No phone service,DSL,No,Yes,No,No,Yes,No,Yes,Mailed check,39,679.85
1,Female,0,Yes,56,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,98.7,5669.5
1,Male,0,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),20.3,1131.5
1,Male,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,19.2,19.2
2,Male,0,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.85,35.9
